"lang"
{
	"Language"		"Schinese"
	"Tokens"
	{
		"phantom_lancer_plance_death_06" "不!"
		"phantom_lancer_plance_death_07" "我们要去哪里？"
		"phantom_lancer_plance_death_08" "我们没撑下去。"
		"phantom_lancer_plance_death_09" "我们完蛋了吗？"
		"phantom_lancer_plance_death_10" "剩下的怎么办？"
		"phantom_lancer_plance_fastres_01" "他们将付出更大的代价。"
		"phantom_lancer_plance_respawn_01" "我们回来啦。"
		"phantom_lancer_plance_respawn_02" "他们阻止不了我们。"
		"phantom_lancer_plance_respawn_03" "我是真身吗？"
		"phantom_lancer_plance_respawn_04" "他们没法把我们赶尽杀绝。"
		"phantom_lancer_plance_respawn_05" "这里还有无数个“我”。"
		"phantom_lancer_plance_respawn_06" "杀了孙行者，还有者行孙。"
		"phantom_lancer_plance_respawn_07" "我们继续。"
		"phantom_lancer_plance_respawn_08" "我们回来了。"
		"phantom_lancer_plance_respawn_09" "我们继续为您战斗。"
		"phantom_lancer_plance_respawn_10" "我们会组建一支新军队的。"
		"phantom_lancer_plance_respawn_11" "我们要再次席卷这片土地。"
		"phantom_lancer_plance_respawn_12" "以一当千！"
		"phantom_lancer_plance_rare_01" "我们并不想通过战争得到什么，只是想恢复和平和安宁。"
		"phantom_lancer_plance_rare_02" "我们只是想让我们的人民安定和平。这样的要求算不算太多？"
		"phantom_lancer_plance_rare_03" "如果我们要在战场上牺牲，那就给它一个高贵的目的吧。"
		"phantom_lancer_plance_purch_01" "比我们一生赚的还要多。"
		"phantom_lancer_plance_purch_02" "从价格上看，它一定很不错。"
		"phantom_lancer_plance_purch_03" "金币衡量不了它的价值。"
		"phantom_lancer_plance_blink_01" "闪烁匕首"
		"phantom_lancer_plance_blink_02" "没有这支长矛锋利。"
		"phantom_lancer_plance_scepter_01" "啊，神杖。"
		"phantom_lancer_plance_scepter_02" "有足够多的神杖给我们每人一个吗？"
		"phantom_lancer_plance_item_01" "幻影斧。"
		"phantom_lancer_plance_item_02" "蝴蝶。"
		"phantom_lancer_plance_item_03" "恐鳌之心。"
		"phantom_lancer_plance_item_04" "金箍棒。"
		"phantom_lancer_plance_item_05" "先锋盾。"
		"phantom_lancer_plance_item_06" "辉耀。"
		"phantom_lancer_plance_item_07" "斯嘉蒂之眼。"
		"phantom_lancer_plance_item_08" "净魂之刃！"
		"phantom_lancer_plance_item_09" "代达罗斯之殇。"
		"phantom_lancer_plance_bottle_01" "我们很有耐心。"
		"phantom_lancer_plance_bottle_02" "我们得把它藏起来。"
		"phantom_lancer_plance_bottle_03" "等时机到了再用。"
		"phantom_lancer_plance_deny_01" "休想。"
		"phantom_lancer_plance_deny_02" "休想。"
		"phantom_lancer_plance_deny_03" "啊"
		"phantom_lancer_plance_deny_04" "啊"
		"phantom_lancer_plance_deny_05" "我们说不。"
		"phantom_lancer_plance_deny_06" "这不是你的。"
		"phantom_lancer_plance_deny_07" "谁也得不到。"
		"phantom_lancer_plance_deny_08" "休想。"
		"phantom_lancer_plance_deny_09" "休想。"
		"phantom_lancer_plance_deny_10" "哈"
		"phantom_lancer_plance_deny_11" "哈"
		"phantom_lancer_plance_deny_12" "哈"
		"phantom_lancer_plance_deny_13" "哈"
		"phantom_lancer_plance_lose_01" "不！！！！"
		"phantom_lancer_plance_lose_02" "失败了。"
		"phantom_lancer_plance_lose_03" "我们感到十分羞愧。"
		"phantom_lancer_plance_win_01" "太好了！"
		"phantom_lancer_plance_win_02" "以数量取胜的战术成功了！"
		"phantom_lancer_plance_win_03" "太好了！"
		"phantom_lancer_plance_win_04" "胜利。"
		"phantom_lancer_plance_lane_missing_01" "上路英雄失踪"
		"phantom_lancer_plance_lane_missing_02" "中路英雄失踪"
		"phantom_lancer_plance_lane_missing_03" "下路英雄失踪"
		"phantom_lancer_plance_immort_01" "不朽之守护。"
		"phantom_lancer_plance_immort_02" "我们要长生不老了。"
		"phantom_lancer_plance_haste_01" "急速！"
		"phantom_lancer_plance_haste_02" "没人能逃脱我们的追杀。"
		"phantom_lancer_plance_doubdam_01" "双倍伤害！"
		"phantom_lancer_plance_doubdam_02" "每人都有两把长矛了。"
		"phantom_lancer_plance_regen_01" "恢复！"
		"phantom_lancer_plance_regen_02" "我们身体在恢复。"
		"phantom_lancer_plance_illus_01" "幻象！"
		"phantom_lancer_plance_illus_02" "这对我没什么意义。"
		"phantom_lancer_plance_illus_03" "不要白不要。"
		"phantom_lancer_plance_illus_04" "为什么不要？"
		"phantom_lancer_plance_invis_01" "隐身！"
		"phantom_lancer_plance_invis_02" "我们又分开了吗？"
		"phantom_lancer_plance_notyet_01" "冷却中。"
		"phantom_lancer_plance_notyet_02" "我还没有准备好。"
		"phantom_lancer_plance_notyet_03" "我还不能使用。"
		"phantom_lancer_plance_notyet_04" "冷却中。"
		"phantom_lancer_plance_notyet_05" "我还没有准备好。"
		"phantom_lancer_plance_notyet_06" "我还不能使用。"
		"phantom_lancer_plance_notyet_07" "冷却中。"
		"phantom_lancer_plance_notyet_08" "我还没有准备好。"
		"phantom_lancer_plance_notyet_09" "我还不能使用。"
		"phantom_lancer_plance_nomana_01" "没有足够的魔法"
		"phantom_lancer_plance_nomana_02" "魔法不够了。"
		"phantom_lancer_plance_nomana_03" "魔法不足。"
		"phantom_lancer_plance_nomana_04" "没有足够的魔法"
		"phantom_lancer_plance_nomana_05" "魔法不够了。"
		"phantom_lancer_plance_nomana_06" "魔法不足。"
		"phantom_lancer_plance_nomana_07" "没有足够的魔法"
		"phantom_lancer_plance_nomana_08" "魔法不够了。"
		"phantom_lancer_plance_nomana_09" "魔法不足。"
		"phantom_lancer_plance_thanks_01" "谢谢。"
		"phantom_lancer_plance_thanks_02" "谢谢。"
		"phantom_lancer_plance_thanks_03" "我们都很感谢你。"
		"phantom_lancer_plance_underattack_01" "我正在遭受攻击。"
		"phantom_lancer_plance_inthebag_01" "我们一致认为，这次胜券在握。"
		"phantom_lancer_plance_shiwiz_01" "傻瓜魔导师。"
		"phantom_lancer_plance_crumwiz_01" "可怜的魔导师。"
		"phantom_lancer_plance_pain_01" "额"
		"phantom_lancer_plance_pain_02" "啊"
		"phantom_lancer_plance_pain_03" "啊"
		"phantom_lancer_plance_pain_04" "额"
		"phantom_lancer_plance_pain_05" "额"
		"phantom_lancer_plance_pain_06" "木"
		"phantom_lancer_plance_pain_07" "哦"
		"phantom_lancer_plance_pain_08" "啊"
		"phantom_lancer_plance_pain_09" "啊"
		"phantom_lancer_plance_pain_10" "木"
		"phantom_lancer_plance_anger_01" "额"
		"phantom_lancer_plance_anger_02" "额"
		"phantom_lancer_plance_anger_03" "额"
		"phantom_lancer_plance_anger_04" "额"
		"phantom_lancer_plance_anger_05" "额"
		"phantom_lancer_plance_anger_06" "额"
		"phantom_lancer_plance_anger_07" "额"
		"phantom_lancer_plance_anger_08" "哦"
		"phantom_lancer_plance_happy_01" "啊"
		"phantom_lancer_plance_happy_02" "啊"
		"phantom_lancer_plance_happy_03" "木"
		"phantom_lancer_plance_happy_04" "啊"
		"phantom_lancer_plance_happy_05" "啊"
		"phantom_lancer_plance_happy_06" "哦"
		"phantom_lancer_plance_happy_07" "木"
		"phantom_lancer_plance_happy_08" "啊"
		"phantom_lancer_plance_laugh_01" "哈哈哈哈"
		"phantom_lancer_plance_laugh_02" "哈哈啊哈"
		"phantom_lancer_plance_laugh_03" "哈哈啊哈哈哈哈"
		"phantom_lancer_plance_laugh_04" "呵呵呵呵哈哈哈哈"
		"phantom_lancer_plance_laugh_05" "哈哈哈哈哈"
		"phantom_lancer_plance_laugh_06" "哈哈哈哈哈哈"
		"phantom_lancer_plance_laugh_07" "哈哈哈哈哈"
		"phantom_lancer_plance_laugh_08" "木哈哈哈哈"
		"phantom_lancer_plance_laugh_09" "木哈哈哈哈"
		"phantom_lancer_plance_laugh_10" "木哈哈哈哈"
		"phantom_lancer_plance_laugh_11" "哈哈哈哈哈"
		"phantom_lancer_plance_laugh_12" "呵呵呵呵"
		"phantom_lancer_plance_laugh_13" "哈哈哈哈哈"
		"phantom_lancer_plance_laugh_14" "哈哈哈哈"
		"phantom_lancer_plance_laugh_15" "哈哈哈哈哈哈"
		"phantom_lancer_plance_laugh_16" "哈哈哈哈哈"
		"phantom_lancer_plance_drop_common" "看我们找到了什么。"
		"phantom_lancer_plance_drop_medium" "我们找到了这个绝妙的东西！"
		"phantom_lancer_plance_drop_rare" "多么神奇的东西呀！"	
	}
}
